,03660196C,03660356C,03660445B,03660447B,03660501B,03660502B,03660555B,03660598B,03660602B,04240076F,04240106F,04240120C,04240151B,05320003B,05320011B,05320012B,05320093C,05320100B,05320102B,05320108C,05320114C,05320119C,05320132B,05320141B,05320143B,05320146B,05320179B,05320184B,05320188B,05320191B,05320196B,05320205B,05320216B,05320217B,05320220B,05320229B,05320232B,05320234B,05320239B,05320243B,05320286B,05320302B,05320328B,05320353C,05320372C,05320381B,05320384B,05320385B,05320388B,05320393B,05320399C,05320410C,05320420B,05320424B,05320425B,05320435B,05320436B,05320444B,05320446B,05320449B,05320452B,05320459B,05420099C,05420129C,05420135C,05420138C,05420145C,05420159C,05420169C,05420180C,05420199C,05420211C,10A,12A,13A,15A,16A,19A,22A,24A,25A,2A,34A,6A,7A,9A,Pt1-baseline,Pt2-baseline,Pt3-baseline,Pt4-baseline,Pt5-baseline,Pt6-baseline,Pt8-baseline,Pt9-baseline,Pt10-baseline,Pt15-baseline,Pt16-baseline,Pt17-baseline
SNORD116-19,173.2762556,163.0934974,283.033746,279.7233834,191.9073852,1079.772594,663.6239943,863.2208133,516.6655176,50.03333465,1818.021207,264.9701368,122.639758,445.4427083,244.802838,808.7529646,510.4464162,1210.885351,633.4846459,263.8730919,475.5854302,512.9056816,97.47585058,354.5025278,916.7565043,68.90810154,89.17513995,240.4721105,193.671326,96.05576905,221.6689244,280.8193555,636.1779454,470.5648969,178.1894353,104.6429369,72.6716298,209.1018103,289.6810861,778.5476818,370.9538504,198.6742482,159.0690456,95.12328246,586.6002404,203.9737628,136.4549089,123.2099783,45.04141919,176.5491808,183.8779156,197.3256637,515.2179464,127.8205957,141.6107011,236.8300602,631.1976941,204.3218204,2624.415538,31.83327725,24.05804368,68.43337065,0.0,526.5338543,271.7210608,63.39489575,506.1864471,291.7227077,377.5250471,118.8729389,21.0707588,134.2163334,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGALS3,35.22159182,69.92211443,45.11467307,100.9655154,50.13515185,85.66770193,97.4598922,142.7610792,85.20448887,65.60490589,44.82905963,43.79932028,125.1765924,67.54419833,10.85721701,55.53588493,100.8009826,104.2292564,12.3309198,19.29324699,187.0636853,80.53652452,92.93750611,166.8800526,31.01285017,128.8050277,84.49744494,77.18946958,17.45504778,26.9635926,214.6095262,86.98537049,104.6480594,66.10564242,135.1071938,115.4904022,19.76302687,196.1280722,45.21774392,148.8457683,75.92215579,350.5035224,251.532081,274.8107015,37.03864803,208.4822738,105.0033902,142.4701916,151.0773178,33.39492889,49.54271815,32.52035444,18.73488206,79.48501086,84.79996675,91.15362293,21.61983232,10.13813448,3.759258301,152.5318366,52.47496405,178.8020986,4.027931806,19.81476028,40.33826014,234.8728958,76.06448931,66.98407118,19.34949766,207.7401089,46.91939803,112.698669,511.92,463.32,306.18,420.81,66.93,221.56,500.23,507.29,458.45,233.7,496.42,466.39,491.25,110.26,856.8415,1036.19,610.983,196.274,877.636,463.6466667,488.2765,86.65745,1216.185,511.0575,1155.623333,233.382
SNORD116-18,138.7170024,51.60798933,305.3688799,150.1116029,200.3716244,422.0963279,826.6133415,506.9900826,533.0584138,22.23703762,449.0691,527.7042386,45.13824426,150.2350598,87.6669504,655.0426059,102.9770161,818.0088574,404.6794392,110.5938694,401.9150728,220.0576157,53.08543975,161.4933073,629.6441249,97.54773091,150.3093719,513.7560272,156.2802359,139.1152517,318.6186298,475.9078021,643.0277752,896.8914504,243.5682928,14.49872017,34.0048381,207.5485935,163.4891253,322.2422261,333.1188334,209.5683628,203.8740563,247.4372501,361.4221722,117.8438052,90.27017052,67.9078098,53.41754276,169.3585389,335.6964251,526.647326,167.3430159,42.06162199,50.20061891,207.5745822,369.3630395,339.6785931,3304.148094,60.30527677,12.13547336,129.9164771,0.0,357.4011964,316.5146812,29.8206253,419.8145287,326.9588775,1279.345138,58.46210111,42.9031113,298.3395672,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL9,34.78338932,33.64142804,27.55720337,8.694290184,25.15645087,42.68909835,32.85862215,13.91053472,23.67900548,18.663228,32.80195281,39.09761216,77.3012599,16.55468537,44.26428816,158.148218,80.39115541,31.05515568,55.16751373,70.58297505,12.49986675,43.93327648,59.22014252,65.5730812,34.0778657,50.08484633,13.12849117,34.94743186,33.78567493,32.0039982,40.0330944,103.4627755,26.56679988,30.3619826,19.22660505,19.75187965,78.86662802,16.70263991,71.88159903,70.81569239,335.6703254,17.00610948,21.37395299,21.14507711,76.57437072,43.77535496,102.9596447,74.70712949,27.32283014,80.45457979,105.7667432,49.53916627,35.98412119,22.18323355,20.22944001,18.00364647,21.73949057,81.49214118,17.45764226,41.53168274,108.3737444,24.51905304,3.619815367,22.62800719,24.95467639,40.93181914,35.37096881,29.49343096,34.72167674,21.3593776,94.82232882,66.56590932,156.19,511.35,708.67,182.43,193.18,302.32,181.83,528.6,164.84,189.83,358.75,1263.78,166.34,1848.04,319.032,249.1245,481.024,264.6385,156.351,274.4273333,102.26485,274.7515,255.993,1193.92,244.5463333,114.5813333
LUM,37.22959246,60.84585792,89.9977363,24.8231736,23.21011026,42.29367215,31.7669497,20.00073749,47.18922945,537.6703115,26.2884326,5.334147928,20.35463217,48.27119394,112.5951025,34.91209201,47.24450713,41.32531792,14.93264265,18.73820248,13.36270572,12.7596196,121.5237924,36.273069,16.87749233,3.919277378,12.55773664,14.44153372,62.21646271,18.63802919,39.15652915,15.95355707,3.385259709,1.899712099,36.27594825,61.65461489,53.37089303,38.51882214,40.81218766,105.4931247,15.44278724,28.34951894,13.92774809,59.00430127,52.04687212,10.46235596,45.53341772,38.94009878,120.8610668,12.2561418,35.25162313,35.26394498,6.652757493,286.973831,140.8680951,39.59742601,98.63917418,85.91979032,5.572561534,11.70840712,3.367007268,7.825742812,0.776652257,19.10307702,34.58698015,13.7568611,105.3461283,128.1614277,3.441126,153.368848,25.08124304,18.21109472,34.04,67.97,65.77,30.02,74.41,147.11,229.26,686.61,111.39,998.68,20.89,28.63,33.27,168.31,98.51085,203.281,20.8897,94.23675,130.6225,149.341,114.4075,312.1025,113.744,130.608,58.88663333,91.20143333
NDUFB2,37.32573887,66.24657237,48.32436819,157.9134252,27.93867345,36.84173483,46.91597666,64.35242587,42.70295896,44.79174721,60.64934248,114.9448426,61.4979544,45.45375751,81.10575546,27.99192631,71.39345237,21.88794266,120.6985541,50.03554357,100.0941156,19.37331415,33.0235442,33.60116107,23.33049431,38.67272196,61.30876993,32.27733407,44.32661115,33.12713995,53.91360273,32.81680736,48.26807216,48.63139457,103.0659037,53.66924875,74.41730013,49.62606088,50.38621079,56.47434187,151.529717,39.27962507,83.41678226,70.59294674,37.49153953,58.94080803,70.31297743,46.20288614,60.71356623,56.66806859,17.50942967,39.43914197,48.69077253,30.84046874,26.92018595,69.18026987,24.99566023,437.2631478,76.75468801,86.54641045,65.29456712,83.55654072,0.0,60.89577666,44.85585076,73.14257715,174.0614048,33.92340102,41.49752814,39.27294984,84.22046657,60.25588354,155.28,256.23,152.53,66.88,185.13,120.3,114.06,169.55,164.98,210.09,360.89,226.95,347.25,304.41,269.287,249.6055,388.337,323.2,534.5725,350.5896667,482.2905,417.575,493.086,268.559,349.5703333,163.7873333
NME2,71.63189259,84.58860998,39.59185337,74.62788016,53.30614998,43.8658783,59.16824991,75.05282355,48.25067775,51.6389315,40.57861211,105.144329,107.2943843,55.08045723,91.98761107,63.25582363,87.13626464,64.73576745,89.91945962,65.62264764,56.84765025,34.46677382,26.77644139,50.30571097,24.41947359,48.91709759,71.23906365,33.28693144,53.68206347,34.70603534,93.34849591,40.2455794,22.94964375,52.64241689,75.97983876,58.96984006,61.02556355,78.45867351,35.1481176,60.26221548,247.2210056,62.37820879,86.53664053,125.7051685,38.56747621,58.46915014,54.44949127,51.94798612,64.53421322,40.72222706,45.34670974,60.3236058,32.29805023,29.7170093,48.1918232,106.8643199,28.90467114,54.4452193,47.46416162,104.2991062,43.79025355,75.12104449,1.32105802,68.09478095,44.65196837,62.66770244,120.0519978,40.59857745,22.83787992,46.34750682,94.14865295,71.68121815,69.21,109.88,83.05,21.73,96.91,69.46,64.41,56.95,256.04,62.35,99.46,271.66,57.31,100.29,638.3875,654.3105,623.7135,431.926,791.383,607.4693333,596.2635,505.5345,1219.88,773.3345,836.442,409.2996667
CALR,343.2917967,894.0935679,598.2909679,1031.848964,506.1942759,775.303664,1500.562463,1268.15372,556.7979636,740.161551,904.1967793,984.8775476,1312.627211,614.8645876,959.4892818,306.7764165,798.8151365,623.5036559,1087.699786,783.0915459,1381.329114,451.8734976,536.0493674,629.6885574,725.6627113,322.1314831,989.4811441,262.9255543,868.2936293,351.6504197,1184.160567,521.3485714,481.5411936,796.7192146,662.7779084,404.6189601,638.7540861,688.1154735,771.9606877,805.2917142,687.7117926,1385.088906,739.1070687,936.6919193,1379.218495,903.6741222,767.770194,751.9366523,862.7616508,1395.922838,803.7058542,1374.644305,464.5380912,639.3907016,579.4336363,1691.197625,703.2349863,785.0171958,522.5191994,1512.712377,665.3577669,558.8224486,565.8580242,525.0140348,951.7145206,1100.440688,1249.750009,418.8098478,331.4398598,863.4968586,1395.083419,1578.979448,636.29,374.37,377.09,124.27,228.63,558.23,741.46,615.68,430.96,675.23,285.45,620.77,781.19,353.5,270.581,309.3935,505.888,430.456,841.5445,638.3896667,385.668,418.804,512.947,258.296,547.3026667,624.41
RPS26,5.424868109,16.02036081,12.86892841,7.473873392,9.778441434,9.911339797,5.628025426,11.62702138,7.230180624,10.61778954,10.32923893,7.273342879,11.47437496,4.047786573,6.979424151,5.214987133,7.769615347,14.84905113,8.894080793,21.44737003,7.564568788,9.257975369,17.42987148,7.779156483,8.19062322,14.21328061,6.128091496,28.14307385,16.836796,2.891354089,4.851485612,8.048098705,17.48292082,11.1107576,9.894609456,10.13659513,6.236579307,14.28982221,11.93273512,6.24193257,11.99795413,8.218927652,7.556417649,9.518089871,11.4740162,9.817098436,14.50352847,12.87196051,7.188274031,12.5450564,14.93608885,11.100031,17.67003842,5.507482175,6.815876038,5.472379948,10.66192058,13.90348885,13.32092995,12.86296101,29.19768544,14.88513611,4.819343627,11.56566886,9.789248054,8.823940333,11.17577878,13.85448162,14.83481687,10.03870854,14.94078573,18.42362179,216.4,265.08,237.64,185.88,115.25,446.37,144.0,305.06,255.79,158.63,514.03,207.67,356.21,681.85,438.9705,249.594,485.398,671.131,1126.15,353.5896667,737.2135,874.305,863.977,1094.365,575.1366667,331.2596667
SNORA52,399.1686876,72.19038642,44.17842487,71.43847603,231.9982481,270.8752832,101.8190482,102.2905179,71.83801777,192.7605042,606.203151,557.1531521,290.204844,77.99960055,153.0782385,1960.786515,178.4144378,259.7608521,139.0551486,235.1922414,596.4579983,88.12623566,28.35731481,123.2567046,303.5159537,568.9383009,69.11252443,291.3443077,535.9236068,1745.746451,122.6904957,81.44889747,547.1812758,582.8432307,111.0598708,198.9928174,137.7384222,68.09812418,609.8984866,190.8412278,520.6422717,87.68350226,178.9478457,105.7554425,256.5665263,61.87834399,157.7573845,162.5927451,54.76678035,255.1293964,90.51532559,178.3903601,197.9710635,102.1232466,108.379211,117.4343027,120.4612898,334.1363474,355.4462886,86.27181116,1940.204483,71.63320526,0.0,289.4845203,91.24760227,88.64951987,291.6115563,452.2036271,1743.995095,160.796228,552.0607009,151.9732153,0.0,0.33,0.09,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5259,0.0,44.93525,6.31935,0.0,8.1377,12.84509,15.43355,0.0,40.8103,0.0,0.0
CHIT1,27.67656169,6.20096909,3.285670294,0.723369696,3.960359358,21.54018087,6.196471572,3.020810887,0.336112382,177.0393072,25.24777991,0.232159522,0.142112146,0.616884686,0.575045356,47.64375901,0.5266865,8.189131245,0.492636521,13.52583038,1.77681862,1.80289583,2.081583727,6.691022065,1.176053185,0.59157404,5.208273424,16.62535974,0.127880521,1.596682987,27.5268823,69.14899688,0.131534489,0.35845694,22.43076111,11.7264611,0.13219416,12.59882455,0.594766487,0.351620112,0.12658243,0.781349921,0.338125887,13.9719647,1.526579265,0.957489463,2.31586195,92.93777828,493.006333,0.526253765,4.21480303,9.510250236,5.621512485,47.65693309,7.206993501,11.39920407,0.570679252,0.314889426,0.761243627,1.136415278,2.660490157,0.594742681,0.648282516,0.022036492,6.544186339,0.247446079,9.248745216,38.01258792,0.43337302,453.1206812,20.98273239,0.2096231,2.2,5.67,117.95,60.65,0.08,4.29,0.06,35.54,1.55,2.3,0.49,0.12,0.37,7.33,0.1132624,0.4838925,0.3426555,0.4409725,83.7248,0.013456333,14.92235,0.4512035,38.3809,0.309155,3.26187,0.607322
CTSZ,32.80153118,66.83168257,57.93709323,55.63387292,25.26754923,19.69183614,85.94811441,84.85457782,57.87862372,123.3639371,77.12494837,19.61747961,24.31049314,31.41434905,29.70021245,99.78298436,46.10440804,35.65692868,34.26693621,41.4373886,94.05319319,36.47466691,48.40903964,74.68845742,14.10100148,54.01113745,168.155852,57.46726725,30.93900946,31.61964542,179.1208329,84.28855961,75.08913932,27.48653889,126.1758536,36.73849615,47.31096781,73.01335598,51.2144823,49.42420798,20.3228091,68.99739712,64.98812953,84.89328245,124.2352135,34.19850334,37.16471904,102.9827583,131.1962244,89.80253871,41.2271597,100.3080478,45.48439898,99.41591503,22.51904857,109.7823422,37.99417265,15.61011846,5.689010896,49.52519777,34.31542835,67.62749643,2.191194902,34.43365008,41.75195872,28.89389202,88.01983979,106.503918,33.91184193,289.1516034,49.09469877,56.86493175,208.82,97.63,546.7,190.22,103.32,532.37,320.38,622.95,895.99,1063.91,426.61,260.68,436.92,306.92,207.5525,392.1925,261.1575,369.1245,626.366,226.2053333,129.4925,120.773,354.82,104.6795,846.87,556.909
MIR3911,97.68889817,451.5309193,480.2742419,358.707458,166.0289801,286.8150785,454.8213403,943.96876,374.7134754,50.33934893,249.9762239,65.37017287,328.6723636,469.0529659,355.223475,590.0510747,331.1080822,736.0375186,537.7604332,136.5361687,790.0570171,299.0826062,230.0844883,1816.720336,135.8929171,290.7448761,799.7510784,129.3095407,354.7007999,305.64028,475.4942573,408.0873018,362.6594374,245.0109757,1090.738449,350.8223762,277.4076249,245.6255606,172.1552156,200.209889,483.2922976,750.8522581,436.9722744,208.1858013,342.4810052,1685.360383,505.1046495,230.2764786,455.6222646,499.678433,643.6626429,139.911773,426.5828744,36.47484386,110.879921,846.1892465,139.1836683,61.02788179,188.9975733,556.2125554,505.2794678,352.942951,512.6189909,480.3150709,346.5042057,704.6062574,192.8018727,216.9501572,48.98816438,142.2175532,116.9081252,243.6017082,0.0,0.0,0.0,0.27,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.729,0.0,493.288,136.6275,101.29,0.0,0.0,155.828,0.0,287.811,0.0,229.3403333
COX8A,32.17066576,38.07463164,39.98470668,83.37142263,32.47038148,16.5266378,25.95647229,84.21180647,21.59700838,25.06835951,39.88386106,131.3774152,51.94988434,34.2119211,47.32388565,41.21331301,48.59505913,30.30058299,46.29219367,50.00240485,90.17158811,22.87489218,16.856303,28.37573855,14.23643329,23.30659168,48.80414485,21.22357198,38.19589251,21.08440354,87.32276772,22.4656017,21.72586911,26.97540359,51.18967071,24.42688075,27.45571009,38.22843335,31.81642413,30.13020617,71.78278623,43.74496497,52.76433602,50.81698055,22.22395781,50.22000101,30.21324099,37.21833585,40.31860842,46.83658512,27.06709172,60.8408191,33.28734708,20.5791302,23.06015654,76.75521473,17.04528819,30.58244269,51.70524896,80.75880185,53.0124374,22.50109811,3.241412578,22.47722225,31.77322178,34.79710488,66.887274,37.01998637,26.40551888,28.40754594,119.316345,19.9480047,451.31,699.29,674.59,209.56,439.56,563.73,301.65,225.18,285.02,286.61,609.89,432.67,678.34,506.69,287.7545,477.611,463.1395,466.6755,1085.92,401.7723333,802.7845,494.1835,1103.965,470.074,267.8233333,510.3946667
C1QA,60.30252203,208.0210927,172.0903759,11.43576674,52.95034015,142.0741026,122.9087494,60.99396846,291.6923817,419.7016629,117.478825,28.84810867,15.51185995,110.3486277,186.4103758,120.9294405,97.29770854,125.7187702,16.32037407,165.506643,37.01031789,14.8932954,200.5786155,201.2805672,17.83460809,32.43345859,36.07369707,196.834223,53.54780747,13.70558939,53.99095204,95.38382845,22.91208367,9.888939537,52.609969,30.97699159,19.27470309,52.09146783,122.5423954,135.3607405,15.97613217,134.804355,28.85498302,71.89282201,29.32522682,159.0591489,19.4998405,112.0829821,148.7876706,67.76375147,194.186982,53.15387043,93.52139918,280.3703776,42.46369401,96.24694474,35.29651996,107.5737937,47.63553172,57.3149533,105.3319377,47.76127685,4.490153489,45.05631813,46.62783191,40.75793134,296.703267,258.2095136,118.4368425,451.780351,158.6755255,104.0682805,160.23,668.46,1676.01,78.83,27.68,1481.86,68.63,648.18,263.34,514.61,366.11,18.1,317.71,162.53,162.3025,257.2955,47.06835,370.713,251.0835,78.72296667,107.426,50.1601,118.275,226.45,235.1153333,1378.196667
TYROBP,104.2501696,251.4002583,444.1214361,20.84894783,109.1026563,166.4627025,191.4749191,79.89435006,356.266688,487.1566192,303.7339086,37.40289202,56.09549619,159.3239197,224.3245445,644.7756646,184.8400497,213.5305188,40.72283411,126.3652758,49.42124705,151.0839554,519.6613362,371.2891368,43.12595486,125.2131664,123.2303057,601.6073843,185.5355001,50.11948227,331.3406498,297.2206801,67.02363994,15.09059753,132.1267417,153.3837735,36.38521083,220.363838,138.1872369,445.6307649,31.14193124,296.7693577,89.78342952,209.1754082,55.50973498,179.9507628,113.9501173,323.0405014,805.8791875,117.3304016,434.8047685,209.6633823,186.2160102,516.22368,107.8771138,190.3293388,72.56414527,149.7929531,68.90027767,119.1921115,196.8658884,115.767725,71.45200769,120.6075023,158.5071549,91.83283775,307.3297667,352.5262654,136.6704855,1561.556158,337.2724759,176.6878924,132.49,471.06,1118.33,100.38,14.67,1014.97,40.68,327.04,166.49,637.04,308.53,31.6,246.67,134.96,100.90035,144.2635,65.7338,270.974,269.611,70.0784,109.4495,42.41005,193.6065,146.972,176.8513333,666.2
PPIB,216.8171046,606.975,289.7077866,1126.633394,206.930736,306.1338365,847.6280523,542.2362889,275.8617889,490.1639036,419.521651,414.4451552,494.6292947,277.6050892,411.6642414,157.1302341,240.1736312,221.8392214,919.7141376,235.2526155,483.2832281,133.3243108,227.1391562,255.7272585,300.9074654,262.8465502,360.7690324,125.032828,432.8723888,196.5644119,384.6162465,148.6363148,294.8301547,427.0170006,198.4681916,256.2748743,509.6142723,285.3650569,244.0497525,404.1334591,493.5033974,443.4460176,341.694385,441.7325322,1099.475749,266.5535032,315.7500632,281.285227,300.6847568,700.2309054,248.9354062,522.4946173,265.7454659,343.4355076,257.0721246,430.3957657,485.9334783,354.6028633,503.8308151,248.6133792,123.6983239,229.8174238,4.79590324,301.9727221,426.6762321,396.3377834,467.180309,218.1957804,201.8309545,281.7213585,311.3599486,735.0446706,544.94,570.59,638.43,158.55,337.32,1484.76,421.82,335.94,354.88,576.46,581.8,702.41,577.52,2165.92,399.8075,511.098,1103.54,1002.9735,860.5015,703.2676667,518.5405,1480.825,694.024,383.411,897.0126667,852.943
ANXA2,116.1341791,179.2159021,36.73540696,362.1755728,147.2561882,99.36147775,85.19379509,35.90338768,43.77079973,258.9471387,42.97638119,149.137852,176.5815955,98.25284095,126.8717132,73.72824766,83.93044226,100.3655985,94.83634939,40.50268644,165.9450463,64.10630818,151.0598377,252.7411729,50.01730829,137.1948016,708.5508562,38.92343976,92.31533914,43.98808759,271.7518622,72.83945756,67.22354086,43.38258407,260.0157674,66.24292089,24.85315861,163.5577139,96.82229412,96.35672816,52.0791168,167.6107695,235.352177,335.22329,84.31863487,75.01390956,296.5739352,212.6202971,228.6328674,93.78620443,64.98561445,110.8164076,50.62287457,169.8205748,230.3068966,116.4147935,114.641647,61.87477684,37.43352683,65.9840073,65.64933431,123.9752935,0.0,171.5583255,122.3412896,143.0042588,160.4961092,78.14733287,103.8027832,341.089149,529.482743,183.3562869,139.44,439.3,565.45,301.4,187.69,338.1,830.34,601.68,380.66,670.48,703.71,863.29,711.5,818.23,405.0725,623.5875,715.43,554.844,906.1435,257.3196667,313.23,206.8865,920.6155,512.29,491.322,802.8756667
AEBP1,423.473962,497.0292877,494.9261933,344.9039369,257.9231021,646.4841534,646.5392744,414.4077902,138.0410151,396.3309579,245.0900812,180.5007714,432.0475005,463.5936757,804.8353557,73.06262703,1077.074527,786.1913812,419.324529,537.0340897,273.6907499,651.2857698,187.2970801,262.6287793,349.7032637,86.25391891,60.02260151,38.60776562,242.5628564,1043.457341,203.8262411,217.7730497,90.30066817,899.9359492,333.6666621,1336.95475,463.440015,476.9821944,67.36690912,1621.881708,280.5073305,397.63364,103.4304569,428.7147603,279.5534888,687.2292177,648.5340788,310.6248729,540.2648824,78.89829311,160.4665331,546.4722013,221.1313069,268.6017847,249.3585302,629.3931654,298.3851647,175.7478621,99.97701144,68.40753263,179.2833273,216.0222664,5.630823905,892.0419531,601.3229095,787.5345328,486.5020441,527.5512963,192.1728819,148.81235,107.6708829,184.3850936,232.26,284.57,312.64,87.43,548.92,1133.99,429.38,439.29,95.07,275.03,202.35,507.54,290.93,286.78,250.3645,116.611,75.67975,165.6035,1927.035,115.655,722.1965,285.5535,436.3695,170.101,540.1286667,31.15596667
RPS4Y1,928.0586074,128.7054143,207.8130382,0.24254474,409.3099131,465.2124758,528.4094933,922.5470574,57.86201087,2.434334088,510.9622793,0.117161249,1630.560089,779.8199692,571.9290385,23.45969035,670.8078922,0.15774331,0.022098947,0.284655542,0.376055272,0.0,386.3103618,477.6568819,0.209913383,0.392781611,524.8288505,0.015488615,0.741824076,331.0224656,493.0784578,476.226135,348.9755934,314.7262496,0.06716957,0.132119596,475.3242176,0.162767423,0.222764818,0.017132914,1098.478657,0.075107579,48.97017516,1.243492627,841.9453184,0.435857474,661.4125421,587.2450919,0.314670636,1297.943135,273.5179489,1023.086618,3.596469329,0.514242796,323.5101992,0.243316782,279.267181,796.1143154,0.335273873,468.0038632,325.1591963,0.448211876,1.832102761,325.9705024,132.928785,560.4048525,885.5435541,217.2581963,0.0,391.2257302,104.5514461,54.42556566,0.12,0.47,199.47,0.5,379.5,261.47,24.95,0.02,250.27,153.25,675.03,0.18,192.17,80.64,14.1272,289.17,0.0,183.2565,106.769,28.85613333,0.5513455,0.0,127.516,0.624028,35.10586667,0.0
BCAN,24.04676925,10.01615087,0.093481192,0.44510168,3.357576516,17.24654699,0.748628393,3.149475055,1.181717103,0.465428649,49.86559854,47.31030267,18.7440949,0.520085547,20.13069492,0.073181507,39.53425303,1.816735539,69.13491793,0.288209971,9.18141814,30.66462956,1.880024578,0.339445179,32.11817294,1.962938223,0.304891466,1.638035722,1.946326575,14.19668009,0.381627819,0.219348452,2.472764407,0.555214471,1.40213989,0.580363871,36.5791032,4.105190326,0.21977962,3.016725427,9.184219449,0.489067173,0.423283518,1.23257526,1.272274338,113.6732299,4.915098044,0.607172561,1.676317337,0.614872301,0.811739843,0.306361083,3.706267875,0.216943345,4.093676856,3.497471472,0.300802475,0.889924874,9.805011981,0.435965288,0.696744916,0.533579638,4.057768338,20.27878015,6.512669904,0.692133032,0.088642382,1.508859393,0.611910759,0.033922454,0.212117947,1.460223998,148.88,811.55,5.94,1.31,69.11,2.39,0.24,5.41,2.95,4.57,94.47,7.94,0.37,14.15,6.226355,1.423705,2.441855,1.580655,19.3936,2.242186667,768.457,66.55125,8.58085,3.70092,100.2898333,4.218903333
SNORA8,786.0123672,44.63518732,48.77957419,25.26678044,165.4761517,103.8447555,39.21618733,35.28806963,96.77289261,243.9646423,296.3344566,159.9842761,176.8154544,68.99467111,96.41930106,668.9987465,90.20068763,211.7346456,45.92033945,80.56336951,210.1300737,68.23106389,55.91244903,134.703225,236.8328867,469.7668066,58.76795658,920.7551248,367.8753624,617.4798127,26.19229776,113.4418118,273.9650336,583.9272725,26.76622786,199.7923942,153.7399056,52.38754399,587.4369451,135.6605086,240.6648447,55.35125975,152.031868,75.50972957,157.2008332,86.02148947,203.1909498,125.2119417,31.63530096,200.2679527,113.7776292,61.12853576,221.3474088,133.2153097,73.87625064,30.77554682,161.4564725,365.6228693,230.1531521,52.28116859,2707.4987,48.44799554,0.0,132.623221,58.94676706,59.23017995,261.0559848,892.1937311,1700.928559,254.0157264,824.0553325,85.58547785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,25.84305,10.7915,36.11345,14.874915,0.0,4.9414,17.09305,27.12125,0.0,185.638,8.880566667,31.47086667
NACA,95.72203601,70.59107473,83.50173435,58.35955481,70.16166921,85.33754937,73.88503932,79.43640292,87.84015102,57.57027545,98.99467496,192.1848721,157.1524523,210.1037478,74.88702768,125.3735542,62.55357259,123.0118285,119.5995416,30.21529197,94.52647672,65.93035363,101.3605432,113.5051667,86.73930705,88.51313523,86.05093846,117.3836354,145.2817932,53.6802281,79.4858062,158.9763115,70.52730457,73.17217748,86.5344409,81.75478245,111.8797565,184.6175472,111.7761487,109.6452847,285.6509149,69.49051602,186.3946042,87.08151831,128.6232794,123.4685325,85.62569051,185.7112669,80.71014284,174.9417628,110.643597,107.9110841,117.9792659,88.84901971,108.2568955,70.9611606,57.94154647,81.2047486,102.1400397,96.65225056,71.29669536,69.99206688,12.03041503,106.4934147,83.52387916,143.2484624,153.0198383,40.30119226,36.91571999,70.02815967,85.4174314,132.3223577,591.66,416.97,331.2,349.61,846.87,286.01,670.17,583.08,555.03,629.87,631.47,828.39,647.14,918.6,487.7985,586.2755,673.544,712.6605,382.3515,478.749,493.5555,741.386,656.8495,706.625,610.5456667,560.477
LGALS3BP,42.48375452,66.44679394,31.17424775,57.55370499,45.46597029,76.98565577,34.86651108,106.8494895,28.54855732,37.56593991,43.47724391,26.0688031,56.93399274,76.72150941,33.82393778,29.67129617,69.99754258,42.39505999,36.63701265,27.85777325,46.7965647,15.55865716,25.54402676,37.96292181,24.38357573,34.52897954,12.27245226,12.22424856,20.53474079,63.14316016,34.96960396,39.23782616,84.82520542,65.33369682,55.13909109,39.81839102,29.75860164,33.35120697,30.88931704,48.97431342,58.26124361,105.4214896,48.51372272,49.1037343,54.29333681,139.6053416,23.61905357,36.93816364,27.0559001,26.67319538,50.21905597,56.58276774,25.0393294,12.69334553,14.41024978,93.4634237,34.18747823,7.117628337,17.33250951,92.64983218,93.79490594,18.85702724,0.0,89.70628979,18.81001126,79.31153224,64.5420933,47.08018324,33.11176345,20.3748614,46.88182052,42.10349983,487.5,795.14,528.26,154.83,385.62,675.42,636.78,424.84,208.06,120.71,363.86,753.48,63.33,141.5,1157.795,663.6485,165.676,137.7405,846.974,431.5446667,316.888,35.3235,876.9335,309.7355,977.211,259.5713333
