,logFC,AveExpr,t,P.Value,adj.P.Val,B
GeneID:642968,0.088463198,-5.375106276,0.220174847,0.826333335,0.954000048,-5.260918168
GeneID:642976,0.287523164,-6.190089993,1.050379573,0.296917193,0.794126015,-4.919873814
GeneID:642987,0.164807589,0.887087183,0.613313678,0.541524937,0.865600414,-5.184929948
GeneID:643,0.774774547,-1.362805002,1.526424329,0.131111519,0.794126015,-4.381765748
GeneID:6430,-0.200847524,8.204695826,-1.741748485,0.085653265,0.741729096,-4.628981904
GeneID:643008,-0.502287968,-2.411063133,-1.973189686,0.052159586,0.677118144,-3.873984185
GeneID:643036,-0.020546136,-6.253310094,-0.08080544,0.935811973,0.98403509,-5.357361197
GeneID:643037,0.415580735,-6.401751165,1.536146552,0.128711591,0.794126015,-4.444988459
GeneID:643072,-0.394841884,-1.648940309,-1.354236928,0.179727982,0.794126015,-4.541669917
GeneID:6431,-0.067362404,7.05539034,-0.631528493,0.529615637,0.860530891,-5.780183997
GeneID:643155,0.027617461,3.700042797,0.205555905,0.837694865,0.958047051,-5.645912166
GeneID:643160,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:643161,-2.972481552,-2.157695374,-3.468186275,0.000871457,0.430342925,-1.364719082
GeneID:64318,0.004620045,4.898629471,0.037667872,0.970052598,0.992894728,-5.790650957
GeneID:643180,0.210839403,1.78271285,1.332011213,0.186891083,0.794126015,-4.709093186
GeneID:64319,0.16147873,4.333222184,1.129514273,0.262281425,0.794126015,-5.161526746
GeneID:6432,0.044968911,6.007179265,0.447261974,0.655975268,0.902202933,-5.794257594
GeneID:64320,0.021382091,3.208884835,0.186582456,0.852491914,0.962969953,-5.588460648
GeneID:643201,-0.110029437,-6.463471273,-0.441382506,0.66020629,0.903615085,-5.299694849
GeneID:64321,-0.111149062,-0.577597106,-0.341728496,0.733511101,0.928337751,-5.171964226
GeneID:643210,0.075397704,-4.772769806,0.265963956,0.790996908,0.944776182,-5.205156792
GeneID:643224,-0.90336892,-1.499767937,-1.675887316,0.097925546,0.764296445,-4.220641349
GeneID:643226,0.035707134,-6.171307087,0.129206968,0.897539841,0.973538277,-5.34651624
GeneID:643236,0.165621437,-4.2219698,0.481051645,0.631880574,0.896364388,-5.109022258
GeneID:64324,0.048942793,8.833732602,0.518566037,0.605590392,0.888081705,-5.97088726
GeneID:643246,-0.049777414,4.068048363,-0.273709295,0.785060584,0.943504075,-5.671409428
GeneID:643253,0.263557575,2.677416456,1.999520909,0.049175127,0.671947191,-3.871426641
GeneID:64326,-0.027745833,6.440824771,-0.307824389,0.759069397,0.936193437,-5.877313914
GeneID:64327,0.21474014,5.947216101,1.665028218,0.10008043,0.77052653,-4.611590218
GeneID:64328,-0.016212875,6.407530873,-0.150553314,0.880732362,0.970122377,-5.908547388
GeneID:6433,0.053172455,6.922124278,0.546567239,0.586298883,0.88119607,-5.818403626
GeneID:643311,0.290433117,-3.993672617,0.497325577,0.620414697,0.892888814,-5.087790199
GeneID:643314,-0.258684924,6.272044823,-1.847225483,0.068659263,0.712557285,-4.340482988
GeneID:64332,0.163825039,6.269932649,0.748556997,0.456465903,0.843938603,-5.647788865
GeneID:643327,-0.064035482,-1.200728218,-0.171223278,0.864509428,0.96628425,-5.170592529
GeneID:64333,0.537663843,4.29972104,1.733118247,0.087185414,0.743275691,-4.399075934
GeneID:643332,0.348571245,-1.947911792,1.002651319,0.319253847,0.794126015,-4.814077491
GeneID:643338,-0.041385788,0.959215986,-0.13149322,0.89573733,0.973071273,-5.329270866
GeneID:643339,-0.139827364,-1.188146721,-0.378420029,0.706187878,0.920400479,-5.131044447
GeneID:643355,-0.27413023,-5.972659443,-1.025820486,0.308274188,0.794126015,-4.92933272
GeneID:643365,-0.572933829,-5.515698777,-1.717784643,0.089963252,0.750420718,-4.197008009
GeneID:643376,-0.045133891,2.38625086,-0.209296307,0.834784514,0.957220961,-5.47936472
GeneID:643382,-0.0341932,-0.633493086,-0.125819158,0.900211823,0.974393617,-5.205224718
GeneID:643387,0.627846367,-2.434818795,2.48424105,0.015214492,0.542956678,-3.169771261
GeneID:643394,0.100484709,-1.238139267,0.300615663,0.764539525,0.937355597,-5.148367784
GeneID:6434,-0.043468969,6.523386984,-0.570052957,0.570345911,0.876294448,-5.775028698
GeneID:643401,0.361737687,-5.782618476,1.061429802,0.291901442,0.794126015,-4.882714197
GeneID:643406,0.217161212,-5.952917883,0.557137884,0.579092527,0.879231292,-5.211502968
GeneID:643414,-1.248836916,-2.912454745,-1.915392149,0.059255827,0.693092421,-3.942900854
GeneID:643418,-1.215606658,-1.219561358,-1.978790629,0.051512131,0.676181067,-3.857578664
GeneID:64342,-0.122230949,2.36075753,-0.878691752,0.382375553,0.811300484,-5.168952749
GeneID:64343,-0.021403426,5.425719776,-0.204361199,0.838624927,0.958245444,-5.818889711
GeneID:643432,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:64344,-0.881987336,-1.137857146,-1.579954091,0.118326863,0.792698143,-4.326794043
GeneID:643441,0.286261378,-6.570816999,1.30386287,0.196269071,0.794126015,-4.708895005
GeneID:643486,-0.056423265,-5.72183621,-0.139653543,0.889308169,0.971765907,-5.306326389
GeneID:643529,0.068802625,-6.146953677,0.272804111,0.785753702,0.943504075,-5.32136174
GeneID:643542,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:64359,-0.484081026,2.363194874,-2.208584926,0.030259134,0.623579467,-3.505669397
GeneID:643596,-0.088286092,-3.928850068,-0.225155196,0.82247104,0.952548628,-5.153444207
GeneID:643623,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:643641,0.412181871,4.319036756,2.320608772,0.023029627,0.587747834,-3.379096528
GeneID:643648,0.239306059,-6.587794672,1.142977134,0.256684354,0.794126015,-4.864592084
GeneID:643650,-0.145289725,-6.378630655,-0.574296551,0.567486056,0.875138973,-5.239833449
GeneID:643664,0.062897783,1.025635894,0.24338337,0.808373039,0.948677323,-5.320939774
GeneID:643669,-0.180074355,-3.238742972,-0.496289855,0.621141662,0.892973001,-5.058433578
GeneID:643677,-0.022049717,0.59717504,-0.064954413,0.948383159,0.986786282,-5.301577965
GeneID:643680,0.121386944,0.65225237,0.363707839,0.717099679,0.924008041,-5.257692558
GeneID:643699,0.047178988,1.688078534,0.225786567,0.821981719,0.952417068,-5.3945165
GeneID:643707,0.234332002,1.188763245,0.996425797,0.322248038,0.794126015,-4.970249632
GeneID:643711,0.177521993,-6.44547883,0.77650318,0.439894554,0.84341944,-5.134165806
GeneID:643714,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:643719,0.320047667,-6.521754567,1.417643285,0.160437174,0.794126015,-4.585713682
GeneID:643723,0.107258045,-6.457256565,0.463444754,0.644388048,0.899212661,-5.289957836
GeneID:643733,0.447289922,-1.219560537,1.659142164,0.101264486,0.771610836,-4.24121957
GeneID:64374,0.15768133,5.947508847,1.212564106,0.229103114,0.794126015,-5.202815475
GeneID:643749,0.184481974,1.978882865,0.909949797,0.365764769,0.800496316,-5.109341031
GeneID:64375,0.058099039,1.863398672,0.461990155,0.64542603,0.899573873,-5.348210485
GeneID:64376,0.16602185,4.593421729,1.391682375,0.168133362,0.794126015,-4.888846222
GeneID:643763,-0.205612236,-6.11201874,-0.668353627,0.505960144,0.851252185,-5.173976913
GeneID:64377,-0.420379762,-5.38296075,-1.37529216,0.173135967,0.794126015,-4.580426698
GeneID:643770,0.087341628,-3.069813143,0.239536158,0.811343432,0.949394479,-5.118328245
GeneID:643783,0.23174544,-6.095968072,0.836890143,0.405313669,0.824200664,-5.07069727
GeneID:643797,0.096023521,-6.408029891,0.40917743,0.68357589,0.912841547,-5.305089091
GeneID:643802,0.44986257,-4.79492475,1.168162704,0.246441974,0.794126015,-4.737730845
GeneID:643803,0.010109296,-6.507498009,0.044253556,0.964819932,0.99155525,-5.379699929
GeneID:643812,-0.04523685,-6.433536853,-0.190131071,0.849720216,0.962261236,-5.360593735
GeneID:643827,0.65214054,2.552427986,1.851070029,0.068097459,0.712137101,-4.097935775
GeneID:643834,-0.935090864,-5.448666686,-2.365826605,0.020575167,0.578596138,-3.252338017
GeneID:643836,0.067712413,5.372694332,0.575232286,0.566856386,0.874958366,-5.680981326
GeneID:643837,-0.326867712,-0.515929861,-1.580062628,0.118301992,0.792698143,-4.335453331
GeneID:643847,-0.239269553,-6.051004614,-0.811054473,0.419901357,0.832474108,-5.087019286
GeneID:643853,-0.158641367,1.81037675,-1.012664532,0.31447703,0.794126015,-5.009098318
GeneID:643854,0.318245922,-2.341316718,0.730050251,0.467634194,0.84446401,-4.964250507
GeneID:64386,0.327159523,0.560230633,1.320033093,0.190839654,0.794126015,-4.643441858
GeneID:643866,0.351408007,-0.471464081,1.138155595,0.258679067,0.794126015,-4.759105111
GeneID:64388,-0.947983869,-5.259729099,-2.495179213,0.014788966,0.542277373,-3.042184495
GeneID:6439,-0.382549904,-2.322535908,-0.715372507,0.47660057,0.846203811,-4.971180217
GeneID:643904,-0.334403321,-4.986276323,-0.866564813,0.388945007,0.814663479,-4.974547982
GeneID:643905,-0.288166917,-6.279831826,-0.994271916,0.323288294,0.794126015,-4.97382333
GeneID:643911,0.048080113,-5.15684386,0.148413634,0.882414744,0.970192845,-5.253462855
GeneID:643923,-0.550122631,-5.96408711,-1.662643732,0.100558736,0.771255311,-4.278480405
GeneID:64393,0.427871624,5.430677948,2.288788604,0.024909022,0.598876876,-3.495064251
GeneID:64395,0.050573131,5.026698814,0.402854899,0.688201281,0.914072652,-5.728506099
GeneID:643955,0.727102976,-5.871421181,2.272506403,0.025922121,0.603657385,-3.399122043
GeneID:64396,0.239763292,-0.380369859,1.022515456,0.309824644,0.794126015,-4.85154862
GeneID:643965,-0.008090963,-6.511518934,-0.03455414,0.972527091,0.993148324,-5.380264678
GeneID:64397,0.260420006,8.941604191,1.222073872,0.225507536,0.794126015,-5.396737446
GeneID:643977,0.17175773,-5.848891838,0.554580556,0.580832047,0.879691306,-5.204795291
GeneID:64398,0.064895042,5.258559942,0.53678533,0.59300509,0.883546149,-5.691182119
GeneID:643988,-0.137948172,-3.316750217,-0.348072155,0.728761288,0.926946784,-5.102745946
GeneID:64399,-0.1264625,-0.063363115,-0.382288785,0.703328574,0.91938374,-5.194231963
GeneID:644,0.133439833,5.698918829,1.024157473,0.309053685,0.794126015,-5.377476132
GeneID:6440,-0.452352102,-0.97939145,-0.779451418,0.438167092,0.842472952,-4.976659227
GeneID:64400,0.143510571,3.187461735,0.975880978,0.332261369,0.794126015,-5.187432606
GeneID:644019,0.039781005,3.684389625,0.251639691,0.802007976,0.947516545,-5.635276723
GeneID:64403,0.06160969,1.202399846,0.219668812,0.82672601,0.954096154,-5.342511753
GeneID:644041,0.063806098,-5.949984264,0.159956842,0.873345188,0.968358113,-5.323192969
GeneID:64405,-0.961841214,-4.936559585,-2.343299157,0.021767291,0.581380211,-3.306324778
GeneID:644050,-0.007376336,-6.467492198,-0.031561367,0.974905712,0.993770983,-5.376869319
GeneID:644054,-0.842582092,-5.573168231,-1.934172503,0.056865272,0.68848496,-3.910988319
GeneID:644068,-0.193905966,2.13728771,-1.31509603,0.192485261,0.794126015,-4.751709545
GeneID:64407,0.225435446,1.456506536,0.757415059,0.451174904,0.843938603,-5.161294213
GeneID:644070,0.070078512,-6.484305628,0.299077846,0.765708015,0.937961067,-5.342151375
GeneID:644076,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:644083,-0.132793054,-5.479317869,-0.45814326,0.648174513,0.900575487,-5.212203758
GeneID:644086,0.094040577,-0.449461042,0.302723947,0.762938461,0.936721567,-5.190156386
GeneID:64409,-0.789693559,-2.86710555,-1.454607964,0.149951283,0.794126015,-4.442154054
GeneID:644090,-9.91E-05,-2.840824304,-0.000257905,0.999794907,0.999917918,-5.13683251
GeneID:644093,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:644096,-0.052544721,-3.110507831,-0.204260139,0.838703612,0.958245444,-5.124307441
GeneID:6441,-0.911552721,-3.706714889,-1.64870617,0.103391784,0.772817803,-4.250577748
GeneID:64410,-0.125740193,0.688384582,-0.507581093,0.613236926,0.890454409,-5.211472098
GeneID:644100,0.481257364,-5.596436938,1.37483334,0.173277623,0.794126015,-4.585504343
GeneID:64411,-0.036937819,4.541834861,-0.125896125,0.900151106,0.974393617,-5.748344317
GeneID:64412,0.01492374,2.717888013,0.137387587,0.89109269,0.971837131,-5.533271584
GeneID:644128,0.142203047,2.652961531,0.647247916,0.519448165,0.857053789,-5.355957831
GeneID:644135,-0.104767783,-6.067593737,-0.3856048,0.700881187,0.918834219,-5.286864631
GeneID:644139,-0.211266538,-4.844660866,-0.527614179,0.599324958,0.885478804,-5.136835949
GeneID:644145,0.376303116,-6.406487789,1.446387115,0.152235976,0.794126015,-4.548148569
GeneID:644150,0.03520735,1.053028267,0.078407691,0.937712619,0.984524573,-5.34344584
GeneID:644165,-0.001590694,-1.621913626,-0.004592051,0.996348281,0.999039592,-5.163725045
GeneID:644168,-0.318513381,-6.100067045,-1.17545471,0.243531768,0.794126015,-4.810130405
GeneID:64417,0.010434386,2.902816106,0.084559301,0.932837118,0.983150137,-5.561503559
GeneID:644172,-0.273238898,-2.744342786,-0.521130505,0.603811574,0.887245688,-5.046684143
GeneID:64418,0.197891606,5.20561995,1.353551439,0.179945752,0.794126015,-4.983628016
GeneID:644186,0.593322357,-4.537891685,1.657668596,0.101562688,0.771610836,-4.247147411
GeneID:644189,-0.037914797,-4.638217352,-0.092124117,0.926845112,0.981699486,-5.21906632
GeneID:64419,-0.043890203,5.696410152,-0.444259078,0.658134836,0.902634734,-5.769076968
GeneID:644192,0.45370344,-5.220490661,1.500939497,0.137570564,0.794126015,-4.437238569
GeneID:6442,0.311476206,3.484987113,1.066196643,0.289755783,0.794126015,-5.1399457
GeneID:64420,0.037670877,4.180457251,0.221380321,0.825398084,0.953567267,-5.69671598
GeneID:64421,0.191651498,6.532235231,1.58382528,0.117442369,0.791156955,-4.768505536
GeneID:64422,0.083781724,6.457921754,0.579053083,0.56428887,0.873583538,-5.765911119
GeneID:64423,0.040625158,6.882552048,0.228228743,0.820089665,0.951855947,-5.931647059
GeneID:644242,0.19343887,-5.387658156,0.638568547,0.525049332,0.859301175,-5.126788874
GeneID:644246,0.260819321,0.155504297,1.182463363,0.240757941,0.794126015,-4.750413963
GeneID:644248,-0.333561639,-3.865508212,-0.75012936,0.455524127,0.843938603,-4.976296703
GeneID:644249,0.006272643,-3.793281,0.014303522,0.98862582,0.99706998,-5.162683115
GeneID:64425,-0.070101972,4.320834885,-0.529894596,0.59775061,0.885134426,-5.60491719
GeneID:64426,-0.012070237,4.702044035,-0.135535787,0.892551468,0.972015912,-5.763671055
GeneID:64427,0.075809984,4.596011704,0.555560654,0.58016508,0.879231292,-5.621534595
GeneID:644277,0.250770796,-6.387341795,0.945551487,0.347414475,0.794126015,-5.0147314
GeneID:64428,-0.041971334,2.560756831,-0.286879446,0.774995873,0.941847721,-5.484771904
GeneID:64429,0.04698716,4.71384262,0.404711502,0.686841796,0.914038762,-5.698535913
GeneID:6443,-0.156911686,4.464637701,-0.873886651,0.384970249,0.812604641,-5.399708259
GeneID:64430,-0.049982494,7.047706804,-0.435580884,0.664392185,0.905351841,-5.878485406
GeneID:64431,0.043069401,4.396669651,0.405261601,0.686439189,0.913755446,-5.667230356
GeneID:644314,-0.363968654,-4.757642293,-0.962551265,0.338866672,0.794126015,-4.898524887
GeneID:644316,-0.822956682,-3.06176839,-1.852355351,0.067910497,0.712053215,-4.01964662
GeneID:64432,-0.175721986,5.894079036,-1.296105537,0.198914341,0.794126015,-5.100105723
GeneID:64433,0.196240381,-6.565781303,0.912197619,0.364588221,0.799873457,-5.051051603
GeneID:64434,0.080905635,5.384340538,0.575910747,0.566400055,0.874737358,-5.682094048
GeneID:644353,0.586734699,1.155617504,2.066467417,0.042237891,0.652838872,-3.72172006
GeneID:6444,0.17139134,4.68187286,0.585898615,0.55970311,0.872771988,-5.61434384
GeneID:644414,-0.083460636,-6.397431169,-0.324701513,0.746311141,0.93173665,-5.330166723
GeneID:644444,-0.362544251,-3.453966427,-0.935228168,0.352672933,0.794126015,-4.855098054
GeneID:64446,0.642977969,-2.303986203,1.539055112,0.12800042,0.794126015,-4.360956445
GeneID:6445,-0.341869614,-1.852785208,-0.908283916,0.366638277,0.800670071,-4.875299943
GeneID:644511,-0.101049037,2.0915318,-0.530865652,0.597080797,0.884724684,-5.343006115
GeneID:644524,-0.655747829,-4.699233349,-1.132687923,0.260954321,0.794126015,-4.767894857
GeneID:644538,0.051439464,-3.594015304,0.151829245,0.879729387,0.969981515,-5.144324976
GeneID:644554,-0.061764055,-6.369203092,-0.271723825,0.786581125,0.943633242,-5.340457707
GeneID:644591,0.318781934,-5.59107048,1.019637355,0.311179091,0.794126015,-4.902731656
GeneID:644596,0.02599153,-6.465785854,0.115323619,0.908496895,0.976759774,-5.37183253
GeneID:6446,0.166979473,7.354119973,0.83116884,0.408517203,0.826149012,-5.666366345
GeneID:644619,0.481986931,-0.628650132,1.963628237,0.05328091,0.680892814,-3.871341486
GeneID:644623,-0.318066107,-5.778183574,-0.855944887,0.394755273,0.817533258,-5.038548002
GeneID:644634,0.284977908,-6.450514525,1.161835262,0.248987301,0.794126015,-4.839463562
GeneID:644649,0.053948947,-0.217638977,0.185930315,0.853001481,0.963213874,-5.226222814
GeneID:644656,0.075973943,-5.867239749,0.288052777,0.774101046,0.941565222,-5.294592622
GeneID:644660,-0.563239739,-0.515664094,-2.115646366,0.037695606,0.637594381,-3.662904475
GeneID:644662,0.159311696,-6.543767935,0.742555409,0.460070837,0.843938603,-5.161471844
GeneID:644669,0.131881335,-6.319976419,0.40620016,0.685752483,0.91355372,-5.298620717
GeneID:644672,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:644694,0.14925338,-6.587794672,0.699840709,0.486192384,0.848278462,-5.189079251
GeneID:6447,-0.060712878,0.216061895,-0.208494547,0.835408159,0.957458805,-5.254499646
GeneID:644714,0.46849006,-3.565957095,1.561463864,0.122625281,0.794126015,-4.339183219
GeneID:644717,0.384328804,-6.529511377,1.662961195,0.100494949,0.771255311,-4.293893279
GeneID:644759,0.141916766,-6.482763527,0.627133978,0.532476404,0.86153665,-5.220321622
GeneID:644762,0.81794591,-1.337918276,3.053398738,0.003130564,0.439939722,-2.166841685
GeneID:644767,0.247839944,-6.587794672,1.16481891,0.247784748,0.794126015,-4.844745599
GeneID:64478,-0.418412883,1.065807697,-0.534555773,0.594538616,0.884005547,-5.22892476
GeneID:644794,0.424647286,-3.126137831,1.363298947,0.176867861,0.794126015,-4.524624032
GeneID:6448,-0.026462249,5.611103269,-0.169625987,0.865761088,0.966372779,-5.840613009
GeneID:644809,-0.134789728,-5.795234226,-0.385534412,0.700933104,0.918834219,-5.263978162
GeneID:644815,-0.948272394,2.09476291,-2.879623176,0.005186784,0.447240679,-2.219646721
GeneID:644838,-0.107403534,-6.447020931,-0.474466447,0.636546211,0.89727035,-5.286522009
GeneID:644844,0.203519098,-2.858027509,0.442694475,0.659261195,0.903206649,-5.0713536
GeneID:644861,0.135847176,-3.075549422,0.264781815,0.791904044,0.945025191,-5.113863356
GeneID:644873,0.127181975,-4.402014669,0.420240113,0.675511894,0.909238284,-5.140301907
GeneID:644890,0.640866768,-3.6587885,2.027191012,0.046197639,0.668721615,-3.802061571
GeneID:6449,-0.025054115,3.978663355,-0.191553945,0.848609389,0.961921369,-5.678664144
GeneID:644903,0.34723924,-2.042827076,0.922310788,0.35932471,0.796143871,-4.863756076
GeneID:644919,-0.059470477,-6.196479423,-0.223313004,0.823899167,0.953124871,-5.335991751
GeneID:64493,0.156474195,-6.587794672,0.746288532,0.45782658,0.843938603,-5.162278744
