,logFC,AveExpr,t,P.Value,adj.P.Val,B
GeneID:135112,0.13476158,6.002126513,0.953746654,0.343276466,0.794126015,-5.464558688
GeneID:135114,0.024867979,2.153971385,0.188758276,0.850792234,0.962564637,-5.455692389
GeneID:135138,-0.354511646,-3.182302292,-0.878199149,0.382641048,0.811687648,-4.883566458
GeneID:135152,-0.165293553,0.769719888,-0.98069444,0.329897134,0.794126015,-4.947289595
GeneID:135154,0.133736322,1.777819375,0.830423348,0.408935756,0.82640468,-5.145263726
GeneID:1352,0.099537933,4.871791539,1.016232892,0.312786383,0.794126015,-5.317840339
GeneID:135228,0.144368211,6.798287991,0.37230302,0.710717442,0.921643747,-5.885910501
GeneID:135250,-0.088823158,-0.201843931,-0.18466397,0.853991151,0.963488887,-5.22623784
GeneID:135293,0.315004096,2.933446227,1.713150352,0.090816963,0.751470806,-4.32412507
GeneID:135295,0.240717184,1.127480136,1.118009706,0.267132049,0.794126015,-4.865969413
GeneID:1353,-0.070669063,4.216307071,-0.72903751,0.468249782,0.84446401,-5.480922185
GeneID:135398,-0.058512315,-4.06650408,-0.118422186,0.90604982,0.976026953,-5.176320942
GeneID:135458,0.339915983,0.165970837,1.477022598,0.14385741,0.794126015,-4.465933388
GeneID:1355,-0.00757621,5.746297213,-0.080011913,0.936440945,0.984168711,-5.862497173
GeneID:1356,0.184011924,4.746662463,0.892564954,0.374945765,0.805886858,-5.414836332
GeneID:135644,-0.324244205,-6.244376911,-1.013391267,0.314132215,0.794126015,-4.956589314
GeneID:135656,-0.411046284,-0.166939168,-0.732594589,0.466089657,0.843982374,-5.043138253
GeneID:1357,-0.754763505,-4.095183902,-1.979378198,0.051444608,0.676181067,-3.854502984
GeneID:1358,-0.051424831,-0.572607622,-0.101165151,0.919689386,0.979354819,-5.210851451
GeneID:135886,0.397439452,-6.494541262,1.650798034,0.102962493,0.77274041,-4.308257614
GeneID:135892,-0.238909931,-4.185606523,-0.652962918,0.515777279,0.856086227,-5.040688271
GeneID:1359,-1.292483223,1.271168412,-2.160071699,0.033963053,0.629361291,-3.575326096
GeneID:135924,0.504742771,-0.616740019,1.371058628,0.174446387,0.794126015,-4.548998893
GeneID:135927,0.50493828,-3.620041461,1.168285701,0.246392681,0.794126015,-4.692647873
GeneID:135932,0.178167085,0.006515342,0.405723721,0.686101041,0.913613006,-5.195000874
GeneID:135935,-0.803089288,-5.959188567,-2.374693664,0.020122094,0.576227023,-3.22418966
GeneID:135941,-0.742616876,-3.250961331,-1.23777788,0.219660242,0.794126015,-4.637448729
GeneID:135946,-0.557588209,-5.107957529,-1.272877462,0.206994041,0.794126015,-4.66664254
GeneID:135948,-0.181312555,-5.679602841,-0.523190502,0.602384415,0.886702248,-5.206698691
GeneID:136,-0.027313774,1.62256782,-0.091270961,0.927520682,0.981965285,-5.404268004
GeneID:1360,-0.100281519,-3.682245575,-0.203387744,0.839382919,0.958443663,-5.143867936
GeneID:136051,0.149692551,2.701496027,1.132227786,0.26114644,0.794126015,-4.995010808
GeneID:1361,0.512652954,2.360363759,1.396723074,0.166617313,0.794126015,-4.68724326
GeneID:1362,0.086870645,6.764355197,0.72790361,0.468939557,0.844505781,-5.698329585
GeneID:136227,0.117072219,-2.707920661,0.243521927,0.808266113,0.948677323,-5.117726261
GeneID:136242,0.088251275,-1.485256574,0.190559086,0.849386036,0.962217153,-5.156346072
GeneID:136259,0.656979669,-2.780325653,1.412188869,0.162031199,0.794126015,-4.480795237
GeneID:136263,0.189672414,-5.463544976,0.5358146,0.593672547,0.883721362,-5.177935958
GeneID:136288,0.392750389,-1.492653383,1.151803274,0.253061179,0.794126015,-4.716203272
GeneID:1363,-0.115342048,3.957431052,-0.360727972,0.719317079,0.924480577,-5.632923762
GeneID:136306,-0.331646245,-3.923474777,-0.81072269,0.420090718,0.832476398,-4.947377433
GeneID:136319,0.324160743,6.187027489,2.406091068,0.018588382,0.565810432,-3.292342241
GeneID:136332,0.584700107,3.632089593,1.91759649,0.058970899,0.692395423,-4.063689755
GeneID:136371,-0.185787639,-6.313031851,-0.618949172,0.537825785,0.863727831,-5.214036909
GeneID:1364,-0.476794686,-4.254415655,-1.061254974,0.291980343,0.794126015,-4.801444838
GeneID:1365,0.015216284,-4.599737478,0.043573626,0.965360103,0.991685883,-5.217859704
GeneID:136541,0.311996812,-5.987051048,0.91955324,0.360755054,0.797074893,-5.00548478
GeneID:1366,-0.196193667,-0.481816015,-0.64451151,0.521210683,0.85761689,-5.069740826
GeneID:136647,0.255887188,4.605581638,2.10322891,0.038800583,0.637594381,-3.802851728
GeneID:1368,-0.000270947,4.136710842,-0.000934187,0.999257108,0.999661835,-5.713266382
GeneID:136853,0.277246643,-0.495895157,0.797267589,0.427813075,0.836967551,-4.992505647
GeneID:136895,0.152930203,4.752931836,0.9664602,0.336920819,0.794126015,-5.352642265
GeneID:1369,0.535731555,2.508835574,0.728615336,0.468506532,0.844505781,-5.295452609
GeneID:136991,0.089524742,-5.327578593,0.215250549,0.830156381,0.955567944,-5.258185538
GeneID:1370,0.034587013,-4.975923115,0.07590294,0.939698471,0.984817402,-5.244346148
GeneID:137075,-0.026307662,-5.019455524,-0.076321322,0.939366737,0.984764617,-5.249605247
GeneID:1371,0.047200754,5.043235845,0.306792797,0.759851445,0.936358299,-5.76130774
GeneID:137209,-0.086293163,2.163989731,-0.441709453,0.659970718,0.903453633,-5.388522241
GeneID:1373,0.223434453,5.517253652,0.544973531,0.587389036,0.881456482,-5.709879704
GeneID:137362,-0.049092847,-5.920103418,-0.155285402,0.877013588,0.96917808,-5.322381005
GeneID:137392,-0.039247403,4.061819273,-0.244469939,0.807534618,0.948677323,-5.677205423
GeneID:1374,-0.049131239,5.627078087,-0.278858613,0.781120972,0.942783142,-5.818711818
GeneID:137492,0.138481811,5.468088643,1.207113484,0.23118263,0.794126015,-5.173231197
GeneID:1375,0.404538101,4.453130173,1.960236244,0.053683613,0.681721862,-4.04469098
GeneID:1376,-0.033237722,5.512601682,-0.314350368,0.754127929,0.934772256,-5.800114047
GeneID:137682,-0.033834353,5.42549674,-0.237437113,0.812965254,0.94955652,-5.812040245
GeneID:137695,0.154200449,3.300372051,1.227860829,0.223339741,0.794126015,-4.959357888
GeneID:137735,-0.647596115,-2.667826684,-1.677012711,0.097704401,0.764296445,-4.217329392
GeneID:137797,-0.948012258,-5.163478971,-2.10459428,0.038677726,0.637594381,-3.666518386
GeneID:1378,0.001920486,5.528945393,0.004826986,0.996161457,0.998951952,-5.845348403
GeneID:137814,-0.167724046,-5.822215193,-0.424015472,0.672768509,0.908301032,-5.25455022
GeneID:137835,0.635729706,2.485299218,2.282903798,0.025271074,0.599099182,-3.380091915
GeneID:137868,-0.825244918,-5.630528944,-2.184158058,0.03207736,0.626372094,-3.540725719
GeneID:137872,0.165280962,3.109525841,0.739069222,0.462172302,0.843938603,-5.354993493
GeneID:137886,0.189625841,4.740198343,1.370290909,0.174684829,0.794126015,-4.927339769
GeneID:1379,0.423851231,1.82383181,1.065145758,0.290227876,0.794126015,-4.971302726
GeneID:137902,-0.081500744,0.77324058,-0.335151898,0.738446336,0.929675549,-5.275246218
GeneID:137964,0.043173907,6.3673108,0.259101603,0.796266842,0.945897848,-5.884961594
GeneID:137970,-0.637630014,-2.794512151,-1.018920756,0.311516944,0.794126015,-4.79406196
GeneID:137994,0.350458279,2.223567808,1.81417598,0.073650873,0.720778482,-4.132320684
GeneID:1380,1.486289982,2.02153408,1.689234462,0.095328896,0.761327724,-4.300527404
GeneID:138009,0.595062308,-3.292334517,0.946926952,0.346717706,0.794126015,-4.841568638
GeneID:138046,-0.89943109,-3.835909497,-1.514843143,0.134016372,0.794126015,-4.392748912
GeneID:138050,0.213805975,5.726788022,1.43326755,0.155937964,0.794126015,-4.921193756
GeneID:138065,-0.090500881,-6.158368323,-0.31128938,0.756444444,0.935753328,-5.31410929
GeneID:1381,-1.064747741,-3.235560126,-1.659505221,0.101191124,0.771610836,-4.237450214
GeneID:138151,0.280119592,2.133995684,1.127677808,0.263051536,0.794126015,-4.943959261
GeneID:138162,-0.393806046,-1.343869026,-1.421993362,0.159174573,0.794126015,-4.483406624
GeneID:138199,-0.071452418,3.826400575,-0.599130695,0.550891665,0.870319954,-5.516973965
GeneID:1382,-0.847653684,1.722519058,-1.853059493,0.067808256,0.712053215,-4.046822788
GeneID:138240,-0.436676819,-3.488752597,-1.112601943,0.269433714,0.794126015,-4.735655623
GeneID:138241,0.064670931,3.177872126,0.47507074,0.636117451,0.89727035,-5.502238845
GeneID:138255,-0.048337701,-5.860346161,-0.12231743,0.902974865,0.975111277,-5.321464754
GeneID:138307,0.08702843,-5.911958192,0.254783876,0.799587516,0.946936567,-5.305360016
GeneID:138311,-0.467225588,1.751676826,-1.578919949,0.118564045,0.792707809,-4.416183413
GeneID:1384,-0.214498812,3.188789669,-1.020546074,0.310751014,0.794126015,-5.144414719
GeneID:138428,-0.316605232,0.693308889,-1.732229401,0.087344487,0.743444333,-4.180977727
GeneID:138429,-0.09336286,-2.603385587,-0.285490982,0.776055162,0.941919606,-5.111109683
GeneID:138474,0.29510162,2.093546116,1.979656173,0.05141269,0.676181067,-3.877148871
GeneID:1385,-0.002677627,5.135662786,-0.03314321,0.973648452,0.993581278,-5.811714904
GeneID:1386,0.166289802,6.118514092,1.901978761,0.06101484,0.696970309,-4.243000473
GeneID:138639,-0.248592668,4.367473767,-1.775334548,0.079900534,0.732360812,-4.33296985
GeneID:138649,-0.194718012,0.055562676,-0.733921264,0.465285449,0.843938603,-5.057108656
GeneID:1387,0.125001058,9.29100392,1.727144124,0.088259175,0.744944698,-4.720455145
GeneID:138715,0.54993004,-4.618144966,1.608406292,0.111948954,0.784777899,-4.303824026
GeneID:138716,-0.164755495,-0.994400061,-0.746625155,0.457624519,0.843938603,-4.994982392
GeneID:138724,0.163199781,4.038468224,0.632351699,0.529080629,0.860326797,-5.52351946
GeneID:138799,0.295730491,-6.111093142,1.143426339,0.256499071,0.794126015,-4.835962581
GeneID:1388,0.069200823,6.108968342,0.675410802,0.501492412,0.85016705,-5.682848899
GeneID:138802,-0.255797478,-6.047774151,-0.891045599,0.375754989,0.806160002,-5.033880209
GeneID:138803,-0.129636644,-5.044873324,-0.357073704,0.72203961,0.924573617,-5.207533048
GeneID:138804,-0.030192708,-5.692800324,-0.088235239,0.929924942,0.982607576,-5.308110319
GeneID:138805,0.206347376,-6.069769537,0.659994012,0.511279942,0.854320452,-5.172610105
GeneID:138881,0.424036125,-2.551355783,1.140059757,0.257889993,0.794126015,-4.708105002
GeneID:138882,-0.147128405,-2.318073662,-0.338274254,0.736101861,0.928762721,-5.104406916
GeneID:138883,0.208766393,-2.939286174,0.482773328,0.630663207,0.896234778,-5.058851325
GeneID:1389,0.217726545,4.242357224,1.471667874,0.145295298,0.794126015,-4.759155268
GeneID:138948,0.685655191,-1.494162406,1.688612749,0.095448587,0.761327724,-4.207115242
GeneID:1390,0.079560684,3.210361443,0.456862611,0.649090585,0.90067945,-5.512919636
GeneID:139065,-0.171039606,-0.813819152,-0.418464974,0.676803332,0.909612553,-5.137710971
GeneID:139067,0.210539926,-6.293639096,0.753600754,0.45344887,0.843938603,-5.13677578
GeneID:139081,0.236443574,-4.336243966,0.371281929,0.711474568,0.922001031,-5.14901868
GeneID:139105,-0.244168287,-5.537182979,-0.712707767,0.478238657,0.846859963,-5.106070769
GeneID:139135,-0.341069775,-4.643206758,-0.532625836,0.595867551,0.88455501,-5.121796145
GeneID:139170,-0.755082855,-5.893008034,-1.7132622,0.090796281,0.751470806,-4.212540856
GeneID:139189,-0.167705255,-4.618051251,-0.310196554,0.757272022,0.935790295,-5.187304191
GeneID:1392,0.195775345,-6.511518934,0.827268323,0.410710014,0.82760359,-5.106145393
GeneID:139201,0.419900004,-0.347793837,2.108074915,0.038366061,0.637594381,-3.669317243
GeneID:139212,0.394857477,-6.307303007,1.339952751,0.184307303,0.794126015,-4.658393999
GeneID:139221,-0.375752889,-4.12425626,-0.69462002,0.48944023,0.848827925,-5.018119543
GeneID:139231,0.014009535,4.88781161,0.146787842,0.88369343,0.970582693,-5.780081322
GeneID:139285,0.060396312,3.657532272,0.364468781,0.71653383,0.92376761,-5.600205077
GeneID:1393,-0.201286657,-0.985772167,-0.542780186,0.588890925,0.881843245,-5.087108563
GeneID:139322,0.100559358,4.717897354,0.86681557,0.388808461,0.814488517,-5.431967712
GeneID:139324,0.325940735,2.042126914,1.444630383,0.152727685,0.794126015,-4.604799595
GeneID:139341,0.102460717,2.979884186,0.515975436,0.607389762,0.88837052,-5.460402413
GeneID:139378,-0.245904571,-4.002622434,-0.528033467,0.599035347,0.885478804,-5.080569777
GeneID:1394,0.295128555,-3.981950789,0.494071933,0.622699675,0.893562057,-5.088254603
GeneID:139411,0.334050399,-0.531824493,0.588845455,0.557734741,0.87249737,-5.094100884
GeneID:139420,-0.506303981,-4.625771896,-0.786778036,0.433891477,0.839478687,-5.001864722
GeneID:139422,-0.359121487,-6.066971359,-1.057511414,0.293673331,0.794126015,-4.909807153
GeneID:139425,-0.294039658,-4.640374326,-0.672335398,0.503436755,0.850917633,-5.060609737
GeneID:1395,-0.513703327,-0.932451903,-1.798129632,0.076181524,0.726913843,-4.081432685
GeneID:139538,0.109316963,-6.565781303,0.510458155,0.611230024,0.889812146,-5.279501204
GeneID:139562,0.369199286,-6.463471273,1.541122158,0.127496906,0.794126015,-4.441750206
GeneID:139596,0.199051086,3.848000633,2.007239832,0.048328434,0.671947191,-3.926021921
GeneID:139599,0.335702348,-4.005195374,0.752173007,0.454301741,0.843938603,-4.97887442
GeneID:1396,-0.241405367,2.153913705,-0.77092798,0.443172106,0.843938603,-5.219964842
GeneID:139604,-0.245713852,-6.001250558,-0.593732483,0.554477999,0.871951478,-5.201943397
GeneID:139628,-0.611125871,-5.757482322,-1.270738782,0.20775001,0.794126015,-4.702527795
GeneID:139629,-0.019167332,-6.219487048,-0.058766523,0.953294408,0.987779165,-5.355589611
GeneID:1397,0.032546657,2.971115694,0.122183811,0.903080321,0.975111277,-5.566453084
GeneID:139716,0.448864985,2.765380676,1.849519651,0.068323551,0.712486435,-4.112455924
GeneID:139728,0.00733197,-0.89475942,0.017229355,0.986299407,0.996679116,-5.196221508
GeneID:139735,-0.35663229,-1.946649033,-0.983522968,0.328513038,0.794126015,-4.825537994
GeneID:139741,0.322912681,-6.241192733,1.221345818,0.225781347,0.794126015,-4.772383012
GeneID:139760,-0.413541708,-6.107336416,-1.345047592,0.182663957,0.794126015,-4.646232201
GeneID:139793,-0.139748423,-6.431222271,-0.516900114,0.606747223,0.88837052,-5.268693811
GeneID:1398,0.085070172,3.544376771,0.840366397,0.403374708,0.823061819,-5.333892318
GeneID:139804,-0.01193995,-2.428920464,-0.024834958,0.980252582,0.994911917,-5.140808766
GeneID:139818,0.178809741,7.017638339,0.826958891,0.410884276,0.82769723,-5.645133486
GeneID:139886,-0.299071431,0.731011872,-1.259315525,0.211822451,0.794126015,-4.708196503
GeneID:1399,0.10915022,5.285025043,0.962766965,0.338759106,0.794126015,-5.400280382
GeneID:14,-0.087085355,5.320693445,-0.622197044,0.535699768,0.863047841,-5.6490516
GeneID:140,0.355457562,2.198682228,1.02024193,0.310894245,0.794126015,-5.044271838
GeneID:1400,-0.146589045,1.960468561,-0.647982509,0.518975548,0.857053789,-5.270320545
GeneID:140032,0.176288575,-4.278431115,0.320726136,0.749310095,0.932752037,-5.157173883
GeneID:1401,0.065042518,-5.183774393,0.119710953,0.905032289,0.97564232,-5.257779254
GeneID:140258,0.093127292,-6.426794814,0.374946978,0.708758336,0.921246122,-5.317065161
GeneID:140290,-0.07024029,-1.308142018,-0.209946239,0.834279046,0.956898509,-5.160706017
GeneID:1404,0.386524141,-3.016767145,0.460558445,0.646448366,0.899733612,-5.066377256
GeneID:140432,-0.376957571,1.133093737,-1.567355829,0.121242269,0.794126015,-4.398754157
GeneID:140453,0.041570659,-4.764403523,0.062378649,0.950427278,0.986786282,-5.229035997
GeneID:140456,0.004752271,0.579066997,0.006890646,0.994520404,0.998517463,-5.301256521
GeneID:140458,0.078390896,-5.644995112,0.228939844,0.819538946,0.951511102,-5.286081598
GeneID:140459,-0.218561889,2.175445045,-1.338207262,0.184872873,0.794126015,-4.72993306
GeneID:140460,0.009835302,3.250146809,0.10106458,0.919768951,0.979354819,-5.60439894
GeneID:140461,0.107715254,3.143120746,1.027018481,0.30771348,0.794126015,-5.138266506
GeneID:140462,0.050790473,2.615311897,0.140928701,0.888304187,0.971685728,-5.520884796
GeneID:140464,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:140465,0.128245281,2.922154859,0.752572484,0.454063019,0.843938603,-5.324238303
GeneID:140467,0.146603946,4.616736765,1.090616607,0.278933926,0.794126015,-5.2251572
GeneID:140469,-0.568592748,-0.38963835,-1.349883957,0.181114258,0.794126015,-4.57306975
GeneID:140545,0.200418303,2.099118481,1.137495495,0.258953007,0.794126015,-4.930838547
GeneID:140564,0.709713808,3.570274054,3.067506387,0.003002366,0.439939722,-1.731691394
GeneID:140576,0.199022061,3.152448573,0.626695103,0.532762542,0.861634541,-5.428548586
GeneID:140578,0.2062066,-1.874418978,0.478570369,0.633636825,0.89718256,-5.077626584
GeneID:140596,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:140597,-0.761911224,-3.301960657,-1.484414883,0.141890701,0.794126015,-4.416160325
GeneID:1406,-0.059569546,-6.006179937,-0.200625408,0.841534669,0.959146511,-5.323867363
GeneID:140606,0.105835213,0.772405042,0.427028457,0.670582288,0.907788438,-5.249474289
GeneID:140609,0.17217405,5.760897621,1.276861061,0.205591375,0.794126015,-5.116203689
GeneID:140612,-0.474944696,3.423749595,-2.659928022,0.009552819,0.513571298,-2.653298851
GeneID:140625,0.252539659,-6.587794672,1.154397461,0.252003195,0.794126015,-4.854259909
GeneID:140628,-0.300362224,-5.881319853,-0.696808338,0.488077405,0.848397873,-5.141453682
GeneID:140678,-0.531460952,-4.560688495,-1.586475381,0.116839929,0.790779843,-4.329606249
GeneID:140679,0.292151652,-6.177115263,1.041444686,0.301015534,0.794126015,-4.926725558
GeneID:140680,-0.032224899,3.624183187,-0.173370462,0.862827412,0.965857564,-5.640375781
GeneID:140683,0.416633218,-5.448576404,0.979683725,0.330392644,0.794126015,-4.92284327
GeneID:140685,0.24084973,0.11981305,0.821567804,0.413927557,0.829718314,-5.014268374
GeneID:140686,0.114196283,-2.460870922,0.298438064,0.766194304,0.937962247,-5.110491489
GeneID:140687,-0.067868145,2.784059537,-0.442481458,0.659414607,0.90324853,-5.46422189
GeneID:140688,0.204774304,4.004023909,1.135289819,0.259869843,0.794126015,-5.124996744
GeneID:140689,0.61681706,-4.46951704,1.312247227,0.193439644,0.794126015,-4.597965651
GeneID:140690,-0.539548925,-3.982930056,-0.744729223,0.458763233,0.843938603,-4.987729736
GeneID:140691,1.058933441,0.921693126,3.416965887,0.00102605,0.430342925,-1.147150359
GeneID:140699,-0.126585748,3.396457232,-0.862586282,0.391115453,0.815817293,-5.298215933
GeneID:1407,0.035417581,4.294896697,0.321647378,0.74861478,0.932565048,-5.683783763
GeneID:140700,0.032363835,0.045392194,0.160713811,0.872751014,0.968100374,-5.247973046
GeneID:140701,-0.053024399,-1.340596481,-0.155974699,0.876472123,0.968997911,-5.166304058
GeneID:140706,-0.20294055,-0.666273992,-0.756766908,0.451560846,0.843938603,-5.00433777
GeneID:140707,-0.028165462,1.461184577,-0.136014789,0.892174093,0.971948005,-5.382337115
GeneID:140710,-0.110417985,4.882314355,-0.723861443,0.471403155,0.844963825,-5.547528002
GeneID:140711,0.203673609,5.384705897,0.843809808,0.401459664,0.821911718,-5.507936294
GeneID:140730,-0.696676199,-4.15017203,-1.496217466,0.138794385,0.794126015,-4.416471561
GeneID:140731,0.23084987,-6.430506573,0.938233621,0.35113675,0.794126015,-5.022989177
GeneID:140732,0.357299707,-6.431141475,1.314651836,0.192633839,0.794126015,-4.690268855
GeneID:140733,0.149975382,3.725655432,0.450807509,0.653429226,0.901715525,-5.577716678
GeneID:140735,-0.08253985,3.346903006,-0.617432535,0.538820035,0.864198937,-5.451899357
GeneID:140738,-0.128105114,1.00848502,-0.467149323,0.641747716,0.898396838,-5.253902249
GeneID:140739,0.035206813,5.09001492,0.269992577,0.787907651,0.944123116,-5.775600973
GeneID:140766,-0.08511354,1.541525151,-0.270730569,0.787342106,0.94395649,-5.367397784
GeneID:140767,-0.571219144,-5.834060518,-1.646687718,0.103807383,0.772910453,-4.294116996
GeneID:140771,-0.054634455,0.205087675,-0.184700683,0.853962457,0.963488887,-5.256183799
GeneID:140775,0.199974195,5.720759068,1.761603098,0.082212595,0.735796345,-4.44857517
GeneID:140776,-0.151061022,-5.65746712,-0.544870956,0.587459234,0.881475724,-5.195435221
GeneID:1408,-0.254933888,3.532465533,-1.632386407,0.106790949,0.775516574,-4.479628248
GeneID:140801,-0.252202393,-5.35951005,-0.608165889,0.544915246,0.867184046,-5.143746809
GeneID:140803,-0.782035008,2.717148297,-2.664673817,0.009430767,0.513571298,-2.6436073
GeneID:140807,-0.450360455,-2.839608647,-0.715523662,0.476507745,0.846203811,-4.967245277
GeneID:140809,0.157906076,2.666642785,0.859023949,0.3930652,0.816717311,-5.222527301
GeneID:140823,-0.230698953,3.871025048,-1.468090063,0.146262277,0.794126015,-4.728044821
GeneID:140825,-0.05341447,-0.423343839,-0.217347656,0.828527756,0.954876759,-5.206903906
GeneID:140828,0.06885302,-6.504776895,0.268629546,0.788952482,0.944430731,-5.350713231
GeneID:140831,-0.069322197,1.45510493,-0.459990793,0.646853897,0.899993985,-5.302821153
GeneID:140832,0.04968783,-6.313234379,0.202142477,0.840352782,0.958956947,-5.348109221
GeneID:140834,0.124933085,-6.057358103,0.464023179,0.643975488,0.899130635,-5.257588106
GeneID:140836,-0.351904177,-6.153589134,-1.135597577,0.25974178,0.794126015,-4.8488804
GeneID:140838,-0.05883446,1.640933971,-0.424491556,0.672422874,0.908169229,-5.335057639
GeneID:140846,-0.054732131,-6.374238788,-0.224969295,0.82261513,0.952602679,-5.350066837
GeneID:140848,0.257790377,-5.759157483,0.81773048,0.416102002,0.830708287,-5.057613209
GeneID:140849,0.851617226,-3.204186497,1.788885945,0.077671899,0.728723381,-4.093486349
GeneID:140850,0.205400849,-6.565781303,0.906924105,0.367352279,0.801052692,-5.054856533
GeneID:140856,0.111673362,-6.15093471,0.403032224,0.688071391,0.914072652,-5.286629554
GeneID:140862,-0.608664109,1.574057608,-1.565698881,0.121629938,0.794126015,-4.420794637
GeneID:140870,-0.064319781,-6.117143607,-0.182479489,0.855698911,0.96389253,-5.336039555
GeneID:140873,-0.378327226,-4.047549753,-1.040692226,0.301362426,0.794126015,-4.806273561
GeneID:140875,0.033693673,-6.51655463,0.155345699,0.87696622,0.96917808,-5.371381315
GeneID:140876,-0.323060959,1.865753166,-1.200692227,0.23364997,0.794126015,-4.843814195
GeneID:140880,0.03274683,-6.454748617,0.128909307,0.897774561,0.973625574,-5.369448552
GeneID:140881,0.1362646,-6.513061036,0.567302117,0.5722035,0.877299999,-5.250950191
GeneID:140883,-0.041585778,3.698995836,-0.132497883,0.894945414,0.972753302,-5.655284579
GeneID:140885,-0.109422405,6.866161903,-0.468649723,0.640679656,0.898173364,-5.849908973
GeneID:140886,0.263074868,1.588126661,0.741271714,0.46084401,0.843938603,-5.184779169
GeneID:140890,0.112771589,7.802084892,0.83836908,0.404488063,0.823856869,-5.691868979
GeneID:140893,-1.173751648,-5.320556914,-2.85909017,0.005498717,0.447915975,-2.379173458
GeneID:140894,0.43617609,-1.505640124,1.222905617,0.225195025,0.794126015,-4.658950588
GeneID:1409,0.220326193,-6.55554567,1.036484452,0.30330726,0.794126015,-4.954385822
GeneID:140901,-0.171639676,3.190797748,-1.276836359,0.205600051,0.794126015,-4.891884539
GeneID:140902,0.925020874,-2.361225853,1.844429976,0.069070207,0.713078836,-4.028619906
GeneID:140947,0.100450175,-1.650530619,0.257071492,0.797827694,0.946592461,-5.140318803
GeneID:141,-0.049798325,1.096690442,-0.234211919,0.815458787,0.950013351,-5.328204897
GeneID:1410,0.256913773,6.339800991,0.662737052,0.509531079,0.853254208,-5.71039525
GeneID:1411,-0.132704869,1.43878387,-0.576265469,0.56616154,0.874500862,-5.25033624
GeneID:1412,-0.273816709,-5.953616219,-0.909913061,0.365784018,0.800496316,-5.01430845
GeneID:1413,0.234951519,-3.406112324,0.594208933,0.554160998,0.871844108,-5.02491638
GeneID:1414,0.03155075,-1.457174379,0.099596011,0.920930858,0.97955356,-5.166723387
GeneID:1415,0.074982253,-3.333726539,0.158820071,0.874237622,0.968535318,-5.133407207
GeneID:1416,-0.137768233,2.584889919,-0.64843979,0.518681461,0.857053789,-5.344406009
GeneID:1417,0.18076711,-1.579558563,0.474572442,0.636470996,0.89727035,-5.088486657
GeneID:1418,0.339544261,-6.543767935,1.540443751,0.127661986,0.794126015,-4.445692664
GeneID:1419,0.058302403,-6.545310037,0.251756585,0.801917953,0.947516545,-5.357379455
GeneID:142,-0.044134714,8.400124166,-0.272434819,0.786036526,0.943504075,-6.032678795
GeneID:1420,0.182859493,-6.533532302,0.830964381,0.408631969,0.826272342,-5.105276898
GeneID:1421,0.050654347,-6.526790263,0.235988343,0.814085122,0.949667466,-5.359371
GeneID:142678,0.110754976,2.164280428,0.617964715,0.538471051,0.864045119,-5.312490214
GeneID:142679,0.063341564,1.418574626,0.262781093,0.793439988,0.945360176,-5.3577614
GeneID:142680,0.329721827,0.906444055,0.918378957,0.361365261,0.797478108,-5.007316495
GeneID:142683,-1.800343223,-4.264651881,-3.377120084,0.001163849,0.430342925,-1.47698084
GeneID:142684,0.353180266,-0.336457079,1.16861372,0.246261257,0.794126015,-4.739832498
GeneID:142685,0.250565402,-3.337670258,0.582546161,0.561946584,0.8730908,-5.02781066
GeneID:142686,-0.064780691,4.629950886,-0.666354875,0.50722938,0.851860361,-5.560842056
GeneID:142689,0.145270234,-4.007877259,0.417411163,0.677570453,0.909740339,-5.115128668
GeneID:1427,-0.079860441,2.866036287,-0.405351278,0.686373564,0.913707673,-5.485044387
GeneID:1428,-0.679451178,-0.394766216,-1.241359275,0.218342414,0.794126015,-4.671550965
GeneID:142827,-0.543543592,0.057824561,-1.30673068,0.195297825,0.794126015,-4.629639779
GeneID:142891,0.031024722,4.291652361,0.269947787,0.787941979,0.944123116,-5.697413512
GeneID:1429,-0.328277823,3.969956407,-2.062545227,0.042619697,0.653350994,-3.833397392
GeneID:142910,0.597143571,-2.898912553,1.595835689,0.114731867,0.785888605,-4.302244352
GeneID:142913,0.004673115,-5.846069737,0.014961686,0.988102485,0.99706998,-5.32503705
GeneID:142940,0.113600289,3.919968499,1.012927746,0.314352113,0.794126015,-5.232852457
GeneID:143,0.427172337,7.743051337,4.164917916,8.24E-05,0.430342925,1.380992987
GeneID:143098,-0.792681484,2.232772331,-1.714992137,0.090476884,0.751373841,-4.264359901
GeneID:1431,0.046780707,6.899518496,0.47516889,0.636047822,0.89727035,-5.85128295
GeneID:143162,-0.060721405,-5.018971184,-0.123911315,0.901717058,0.974807657,-5.246972755
GeneID:143187,0.011570783,5.294126313,0.109587346,0.913029407,0.97766866,-5.821307189
GeneID:1432,-0.07084796,5.853563025,-0.846805396,0.399798211,0.820395327,-5.540396055
GeneID:143241,0.053629561,-5.277783193,0.121657657,0.903495595,0.975165993,-5.267290633
GeneID:143244,0.148564508,3.793289285,0.873183139,0.385351056,0.812792218,-5.337885362
GeneID:143279,0.235275504,4.87743613,1.361224641,0.177519474,0.794126015,-4.949517642
GeneID:143282,0.404919014,-3.944823006,1.492167053,0.139850941,0.794126015,-4.413905245
